Source,Price,Location,Sqm,Rooms
Domiporta,'2 300',Warszawa,43,2
Domiporta,'1 950',Warszawa,45,2
Domiporta,'2 950',Lublin,47,2
Domiporta,'2 100',Warszawa,82,3
Domiporta,'3 100',Sosnowiec,48,2
Domiporta,'2 200',Wrocław,83,3
Domiporta,'2 500',Bydgoszcz,37,2
Domiporta,'5 700',Poznań,36.42,2
Domiporta,'2 000',Katowice,110,3
Domiporta,'6 000',Katowice,115,5
Domiporta,'1 400',Bytom,56,2
Domiporta,'2 500',Mikołów,68,2
Domiporta,'5 000',Chorzów,40,1
Domiporta,'4 900',Warszawa,120,5
Domiporta,'1 950',Warszawa,166,5
Domiporta,'2 450',Wrocław,13,1
Domiporta,'1 700',Poznań,40,2
Domiporta,'5 600',Bielany Wrocławskie,70,3
Domiporta,'16 000',Łódź,39,2
Domiporta,'1 200',Poznań,33,1
Domiporta,'2 100',Rzeszów,39,2
Domiporta,'4 000',Warszawa,60,3
Domiporta,'1 900',Warszawa,40,2
Domiporta,'1 200',Warszawa,40,2
Domiporta,'1 900',Warszawa,40,2
Domiporta,'5 200',Warszawa,31,1
Domiporta,'3 500',Bydgoszcz,102,3
Domiporta,'3 500',Gdańsk,39,2
Domiporta,'3 500',Gdańsk,43,2
Domiporta,'2 280',Kielce,33,2
Domiporta,'4 400',Wrocław,81.30,4
Domiporta,'2 500',Żagań,200,7
Domiporta,'2 500',Katowic,71,3
Domiporta,'1 200',Gdynia,40,2
Domiporta,'3 750',Gdańsk,40,2
Domiporta,'7 000',Warszawa,44,2
Domiporta,'2 100',Zielona Gór,50,2
Domiporta,'2 200',Poznań,43.50,2
Domiporta,'2 800',Bydgoszcz,48,2
Domiporta,'3 000',Warszawa,54,2
Domiporta,'2 200',Warszawa,100,3
Domiporta,'2 300',Warszawa,86,3
Domiporta,'1 700',Warszawa,92,3
Domiporta,'12 500',Warszawa,35.64,2
Domiporta,'4 000',Kraków,54,2
Domiporta,'7 000',Bydgoszcz,40,2
Domiporta,'5 500',Gdańsk,51,3
Domiporta,'2 700',Warszawa,51,2
Domiporta,'2 600',Warszawa,49,2
Domiporta,'1 600',Gdynia,72,3
Domiporta,'3 400',Warszawa,53,2
Domiporta,'3 900',Warszawa,51.70,2
Domiporta,'3 500',Poznań,33,1
Domiporta,'3 500',Kraków,60,3
Domiporta,'3 700',Wrocław,32.91,1
Domiporta,'2 700',Szczecin,54,2
Domiporta,'1 600',Szczecin,45,2
Domiporta,'5 200',Warszawa,77,3
Domiporta,'2 600',Warszawa,56,2
Domiporta,'2 500',Kraków,60,2
Domiporta,'2 700',Katowice,60,2
Domiporta,'3 500',Katowice,40,2
Domiporta,'4 344',Katowice,30,1
Domiporta,'4 000',Leszno,39,2
Domiporta,'2 699',Wrocław,33.41,2
Domiporta,'1 800',Kraków,45,2
Domiporta,'1 500',Kraków,56,3
Domiporta,'1 300',Kraków,24,1
Domiporta,'2 400',Poznań,35,2
Domiporta,'3 600',Poznań,39,1
Domiporta,'4 000',Katowice,60,2
Domiporta,'1 500',Warszawa,99.10,4
Domiporta,'1 700',Warszawa,90,3
Domiporta,'2 000',Włocławek,55,3
Domiporta,'2 699',Jastrzębie-Zdrój,43,2
Domiporta,'6 500',Gdańsk,43.20,2
Domiporta,'5 000',Warszawa,45,3
Domiporta,'1 200',Legnic,75.10,4
Domiporta,'1 100',Warszawa,60.50,3
Domiporta,'3 200',Warszawa,118,4
Domiporta,'3 300',Kraków,39.45,2
Domiporta,'2 200',Łódź,33,2
Domiporta,'3 500',Warszawa,50,2
Domiporta,'6 900',Bielsko-Biała,46,2
Domiporta,'3 000',Gdańsk,46.50,2
Domiporta,'1 950',Łańcut,40,2
Domiporta,'4 200',Katowice,30,1
Domiporta,'1 500',Kraków,65,2
Domiporta,'2 500',Częstochowa,58,2
Domiporta,'1 500',Elbląg,49.28,2
Domiporta,'1 400',Wrocław,56,2
Domiporta,'4 000',Kraków,52,2
Domiporta,'2 400',Bydgoszcz,85,3
Domiporta,'2 500',Kraków,26,1
Domiporta,'3 400',Gdańsk,33,1
Domiporta,'2 000',Gdańsk,18,1
Domiporta,'3 500',Bielsko-Biała,44,2
Domiporta,'2 000',Lębork,30,1
Domiporta,'2 100',Warszawa,33,1
Domiporta,'1 800',Głogów,45.64,2
Domiporta,'1 600',Warszawa,54,2
Domiporta,'900',Gdańsk,60,2
Domiporta,'3 000',Warszawa,82,3
Domiporta,'1 300',Warszawa,38,2
Domiporta,'3 300',Jelenia Gór,55.50,2
Domiporta,'3 500',Świdnica,45,2
Domiporta,'4 300',Kraków,44,2
Domiporta,'2 900',Kraków,44.76,2
Domiporta,'2 000',Kraków,63,2
Domiporta,'1 800',Plesze,45.83,2
Domiporta,'2 900',Brodnic,38.33,2
Domiporta,'3 500',Katowice,28,1
Domiporta,'2 400',Tychy,50,2
Domiporta,'1 500',Gdańsk,54.80,2
Domiporta,'1 200',Kraków,40,2
Domiporta,'1 800',Łódż,47,1
Domiporta,'2 100',Poznań,52.60,2
Domiporta,'2 800',Włocławek,54,2
Domiporta,'1 950',Włocławek,51,2
Domiporta,'1 999',Włocławek,36.80,2
Domiporta,'2 200',Włocławek,31.30,3
Domiporta,'1 500',Włocławek,55,1
Domiporta,'2 000',Włocławek,43,3
Domiporta,'1 300',Włocławek,67.80,2
Domiporta,'1 500',Włocławek,37.50,2
Domiporta,'2 000',Włocławek,61,3
Domiporta,'1 100',Warszawa,81,4
Domiporta,'2 300',Nowa Wola,100,3
Domiporta,'1 200',Gdańsk,78,3
Domiporta,'1 300',Białystok,66.40,2
Domiporta,'6 000',Warszawa,39,1
Domiporta,'5 000',Kraków,33,1
Domiporta,'3 800',Kraków,28,1
Domiporta,'1 800',Rzeszów,100,3
Domiporta,'4 300',Wrocław,45,2
Domiporta,'2 200',Kalis,39,2
Domiporta,'3 400',Kalis,38,2
Domiporta,'2 900',Kraków,46.22,3
Domiporta,'3 000',Bielsko-Biała,42,1
Domiporta,'3 500',Gorzów Wielkopolski,35,1
Domiporta,'2 000',Wrocław,64,2
Domiporta,'1 800',Gdynia,118.20,4
Domiporta,'3 000',Kraków,30,1
Domiporta,'1 300',Warszawa,54,2
Domiporta,'1 400',Tczew,38.50,2
Domiporta,'3 200',Katowice,36,2
Domiporta,'8 000',Kalis,34,2
Domiporta,'3 300',Warszawa,78,4
Domiporta,'6 000',Warszawa,43,2
Domiporta,'1 500',Warszawa,32,1
Domiporta,'1 900',Namysłów,33,1
Domiporta,'1 800',Warszawa,53.25,2
Domiporta,'6 500',Warszawa,25,1
Domiporta,'3 500',Warszawa,56.74,2
Domiporta,'2 800',Warszawa,160,5
Domiporta,'1 000',Gdynia,64,2
Domiporta,'6 000',Mielec,32,1
Domiporta,'2 600',Poznań,50,3
Domiporta,'3 600',Warszawa,50,2
Domiporta,'20 000',Warszawa,77,2
Domiporta,'2 800',Kraków,100,3
Domiporta,'1 100',Reda,47,2
Domiporta,'2 700',Warszawa,43.97,2
Domiporta,'3 700',Warszawa,55,2
Domiporta,'12 000',Pogórze,43,2
Domiporta,'6 300',Gdynia,135,5
Domiporta,'1 800',Warszawa,50,2
Domiporta,'4 200',Warszawa,54.83,2
Domiporta,'3 700',Warszawa,61,3
Domiporta,'2 150',Toruń,47,2
Domiporta,'4 000',Bydgoszcz,66,2
Domiporta,'3 000',Szczecin,37.60,2
Domiporta,'2 550',Warszawa,38,2
Domiporta,'3 500',Wrocław,38.90,2
Domiporta,'1 400',Gniezno,70,3
Domiporta,'2 400',Wrocław,120,3
Domiporta,'1 700',Wrocław,49,2
Domiporta,'2 500',Wrocław,37,1
Domiporta,'1 800',Szczecin,56.30,3
Domiporta,'1 800',Szczecin,56.30,2
Domiporta,'8 000',Warszawa,25,1
Domiporta,'4 500',Bydgoszcz,51,3
Domiporta,'2 300',Gdańsk,50,2
Domiporta,'2 500',Bolesławiec,44.46,2
Domiporta,'2 500',Kraków,48,2
Domiporta,'1 900',Gdańsk,57,3
Domiporta,'2 500',Gdynia,150,4
Domiporta,'2 400',Gdańsk,31,1
Domiporta,'2 200',Gdańsk,46,2
Domiporta,'2 600',Krakó,50,3
Domiporta,'4 200',Ząbki,40.20,2
Domiporta,'5 000',Bogdanie,43,2
Domiporta,'1 800',Gdańsk,39,2
Domiporta,'3 000',Warszawa,34,2
Domiporta,'3 400',Gdańsk,122.33,4
Domiporta,'2 400',Poznań,38,1
Domiporta,'1 000',Kraków,50,3
Domiporta,'2 600',Kraków,40,2
Domiporta,'2 800',Kraków,50,3
Domiporta,'6 000',Gdańsk,32,2
Domiporta,'850',Poznań,66.72,3
Domiporta,'2 280',Poznań,42.10,2
Domiporta,'2 400',Kraków,48,2
Domiporta,'2 280',Wrocław,60,2
Domiporta,'1 900',Wasilkó,27,1
Domiporta,'2 500',Warszawa,31,1
Domiporta,'2 000',Gdynia,50,2
Domiporta,'1 700',Poznań,39.40,2
Domiporta,'3 350',Gdańsk,31,1
Domiporta,'1 100',Tarnó,65,3
Domiporta,'2 650',Krakó,49,2
Domiporta,'3 500',Warszawa,170,5
Domiporta,'2 100',Częstochowa,18,1
Domiporta,'2 900',Katowice,56,2
Domiporta,'1 000',Bydgoszcz,28,1
Domiporta,'2 900',Kołobrzeg,62.10,3
Domiporta,'11 600',Suszec,36,2
Domiporta,'1 200',Warszawa,48,2
Domiporta,'2 400',Toruń,55,3
Domiporta,'1 500',Warszawa,63,4
Domiporta,'2 500',Nowy Dwór Mazowiecki,26,2
Domiporta,'1 000',Wrocław,75,3
Domiporta,'2 400',Warszawa,60,4
Domiporta,'2 200',Wrocław,57.67,2
Domiporta,'4 000',Szczecin,41,2
Domiporta,'1 600',Legnica,94,4
Domiporta,'4 500',Kraków,189,5
Domiporta,'3 700',Warszawa,121,3
Domiporta,'3 000',Gdańsk,43.50,2
Domiporta,'2 350',Gdańsk,55.51,2
Domiporta,'2 500',Gdynia,44.24,2
Domiporta,'12 900',Warszawa,75,3
Domiporta,'13 000',Grudziąd,40,1
Domiporta,'2 300',Grudziąd,25,1
Domiporta,'3 800',Lublin,64,3
Domiporta,'2 700',Warszawa,40,2
Domiporta,'5 800',Iława,12.09,1
Domiporta,'800',Biedrusko,48,2
Domiporta,'800',Kraków,92.41,4
Domiporta,'1 700',Kraków,45,2
Domiporta,'3 800',Poznań,23,1
Domiporta,'800',Kraków,57,2
Domiporta,'2 200',Rzeszów,28,2
Domiporta,'4 500',Szczecin,42,2
Domiporta,'3 100',Warszawa,53.25,2
Domiporta,'1 600',Kraków,39,2
Domiporta,'2 600',Warszawa,75,3
Domiporta,'2 100',Warszawa,82,3
Domiporta,'2 700',Wrocław,112.20,4
Domiporta,'6 000',Gdańsk,38,2
Domiporta,'2 000',Lublin,40,2
Domiporta,'4 400',Kraków,42,2
Domiporta,'4 300',Białystok,37,2
Domiporta,'15 000',Gdańsk,60,3
Domiporta,'1 800',Warszawa,41,2
Domiporta,'2 100',Kraków,30,1
Domiporta,'2 500',Gdynia,100,5
Domiporta,'2 000',Wrocław,43.02,2
Domiporta,'3 800',Warszawa,39.13,1
Domiporta,'3 650',Warszawa,31.23,1
Domiporta,'2 300',Wrocław,60,2
Domiporta,'2 950',Wrocław,40,2
Domiporta,'3 250',Kraków,46,2
Domiporta,'2 400',Nadarzyn,85,2
Domiporta,'2 950',Łódź,48,2
Domiporta,'4 150',Gdynia,45,2
Domiporta,'3 000',Kraków,55,2
Domiporta,'3 500',Warszawa,40,2
Domiporta,'3 000',Warszawa,95,3
Domiporta,'3 030',Warszawa,38.31,2
Domiporta,'4 500',Lublin,39.40,2
Domiporta,'2 650',Kraków,51.40,2
Domiporta,'3 500',Warszawa,36,1
Domiporta,'14 000',Kołobrzeg,42.12,2
Domiporta,'4 800',Kraków,65,3
Domiporta,'2 099',Warszawa,103,3
Domiporta,'2 200',Koszalin,45.30,2
Domiporta,'2 900',Warszawa,163.60,4
Domiporta,'1 600',Warszawa,94,3
Domiporta,'3 000',Wrocław,48,3
Domiporta,'5 500',Warszawa,68,1
Domiporta,'2 000',Katowice,34,2
Domiporta,'20 000',Kraków,100,3
Domiporta,'15 000',Lubin,50.70,3
Domiporta,'2 800',Wrocław,47,2
Domiporta,'5 500',Gorzów Wielkopolsk,53,2
Domiporta,'2 500',Gorzów Wielkopolski,60,3
Domiporta,'3 300',Szczecin,53,2
Domiporta,'1 500',Warszawa,48,2
Domiporta,'2 600',Wrocław,34,2
Domiporta,'1 800',Warszawa,45,2
Domiporta,'2 300',Warszawa,62.08,2
Domiporta,'3 450',Warszawa,40,1
Domiporta,'3 500',Gdańsk,40.46,2
Domiporta,'2 600',Warszawa,40,2
Domiporta,'4 500',Częstochowa,58,3
Domiporta,'3 800',Gdańsk,57,2
Domiporta,'2 800',Warszawa,77,3
Domiporta,'2 500',Swarzędz,52.70,2
Domiporta,'3 200',Mikołów,55,3
Domiporta,'1 350',Kraków,54,2
Domiporta,'2 700',Kraków,65,2
Domiporta,'4 500',Opole,47,2
Domiporta,'2 100',Kraków,64,3
Domiporta,'2 000',Lublin,62,3
Domiporta,'3 200',Warszawa,78,3
Domiporta,'2 650',Ostrowiec Świętokrzyski,54,2
Domiporta,'1 600',Budzy,55,2
Domiporta,'2 500',Wrocław,20.50,1
Domiporta,'3 500',Kraków,70,3
Domiporta,'7 500',Chorzów,46.40,2
Domiporta,'1 400',Warszawa,87,3
Domiporta,'1 500',Gliwice,30,1
Domiporta,'2 250',Warszawa,55,3
Domiporta,'3 900',Grudziąd,25,1
Domiporta,'1 400',Rybnik,58,3
Domiporta,'10 000',Kruszewni,39,2
Domiporta,'1 800',Elbląg,64.90,3
Domiporta,'5 000',Ustk,48.90,2
Domiporta,'1 200',Kraków,66.05,3
Domiporta,'1 850',Tomaszów Bolesławiecki- Szczytnica,70,2
Domiporta,'2 200',Warszawa,53,2
Domiporta,'3 500',Warszawa,150,4
Domiporta,'1 500',Kraków,38,2
Domiporta,'3 900',Kraków,51,3
Domiporta,'1 500',Włocławek,44.50,2
Domiporta,'3 200',Kraków,47,2
Domiporta,'20 000',Boguchwał,50.05,2
Domiporta,'2 500',Warszawa,120,4
Domiporta,'3 400',Warszawa,40,2
Domiporta,'1 100',Pruszków,48,3
Domiporta,'3 300',Katowice,38,2
Domiporta,'1 680',Katowice,69,3
Domiporta,'5 500',Warszawa,38,2
Domiporta,'4 000',Warszawa,28,1
Domiporta,'3 000',Grodzisk Mazowieck,48.50,2
Domiporta,'3 000',Kraków,25,1
Domiporta,'5 100',Kraków,70,2
Domiporta,'2 700',Czeladź,38,2
Domiporta,'2 600',Inowrocław,38.72,2
Domiporta,'2 300',Włocławek,67,2
Domiporta,'1 000',Jelenia Góra,80,3
Domiporta,'4 000',Iława,46.74,2
Domiporta,'1 800',Łódź,45,2
Domiporta,'1 000',Poznań,32.70,1
Domiporta,'1 800',Wrocław,81.48,4
Domiporta,'1 500',Olsztyn,85,4
Domiporta,'1 300',Zgorzele,58,3
Domiporta,'1 850',Zgorzele,70,3
Domiporta,'1 690',Warszawa,172.40,3
Domiporta,'8 000',Gdańsk,102,3
Domiporta,'2 500',Warszawa,53.25,2
Domiporta,'2 200',Łódź,43.51,2
Domiporta,'3 000',Warszawa,38,2
Domiporta,'40 000',Świdnic,49,2
Domiporta,'8 000',Kraków,50,2
Domiporta,'6 000',Warszawa,70,3
Domiporta,'1 600',Gdańsk,100,4
Domiporta,'3 800',Rzeszów,41,2
Domiporta,'1 900',Warszawa,37.14,2
Domiporta,'3 500',Poznań,47,1
Domiporta,'3 200',Białystok,55,3
Domiporta,'5 400',Gdańsk,71,3
Domiporta,'1 700',Warszawa,50,1
Domiporta,'2 200',Poznań,38,2
Domiporta,'3 200',Warszawa,90,4
Domiporta,'2 500',Łódź,68,3
Domiporta,'7 000',Pruszków,37,2
Domiporta,'3 900',Warszawa,27,1
Domiporta,'2 100',Warszawa,41.50,2
Domiporta,'7 800',Łódź,38,1
Domiporta,'2 900',Gdynia,66,3
Domiporta,'2 200',Elbląg,33.90,2
Domiporta,'2 700',Gdańsk,28.81,1
Domiporta,'3 200',Gdańsk,29,1
Domiporta,'1 500',Gdańsk,26.81,1
Domiporta,'2 000',Grudziąd,48,2
Domiporta,'1 100',Poznań,34,1
Domiporta,'2 550',Poznań,33.18,1
Domiporta,'2 750',Gdynia,47.06,2
Domiporta,'2 650',Bydgoszcz,65,2
Domiporta,'1 300',Luboń,44,2
Domiporta,'1 900',Warszawa,52,2
Domiporta,'2 700',Chorzów,78.18,3
Domiporta,'2 600',Bydgoszcz,59,3
Domiporta,'2 800',Kraków,34,2
Domiporta,'2 200',Bydgoszcz,28,1
Domiporta,'3 500',Gdynia,60,2
Domiporta,'3 000',Toruń,45,2
Domiporta,'2 500',Gdynia,48,2
Domiporta,'3 000',Warszawa,42,2
Domiporta,'1 500',Gdynia,42,2
Domiporta,'3 200',Warszawa,20,1
Domiporta,'1 850',Częstochowa,44,2
Domiporta,'2 300',Warszawa,35.18,2
Domiporta,'3 000',Warszawa,53.25,2
Domiporta,'2 300',Kraków,39,2
Domiporta,'2 700',Kraków,137,5
Domiporta,'1 850',Poznań,63.60,2
Domiporta,'2 600',Warszawa,45.80,2
Domiporta,'6 000',Częstochowa,19,1
Domiporta,'2 750',Warszawa,59,2
Domiporta,'5 500',Kraków,55,3
Domiporta,'2 950',Warszawa,75,3
Domiporta,'2 900',Zduńska Wol,38,2
Domiporta,'1 260',Wrocław,52,2
Domiporta,'3 300',Warszawa,75,4
Domiporta,'3 500',Warszawa,53,2
Domiporta,'7 500',Komorniki,57.11,2
Domiporta,'1 400',Wrocław,29,1
Domiporta,'3 200',Warszawa,48,3
Domiporta,'5 500',Bydgoszcz,25,1
Domiporta,'2 500',Gdańsk,87,3
Domiporta,'2 500',Łódź,50.13,2
Domiporta,'3 000',Kraków,37,2
Domiporta,'3 495',Krakó,43,2
Domiporta,'1 999',Gdynia,44,2
Domiporta,'3 300',Golenió,52.20,2
Domiporta,'2 400',Kraków,33,1
Domiporta,'2 900',Kraków,55,3
Domiporta,'3 000',Lublin,37.40,2
Domiporta,'4 500',Białystok,34.50,2
Domiporta,'2 700',Warszawa,60,2
Domiporta,'2 300',Wrocław,50,2
Domiporta,'3 200',Gdańsk,66.70,3
Domiporta,'1 990',Warszawa,50,2
Domiporta,'1 500',Szczecin,38.69,2
Domiporta,'4 500',Częstochowa,29.40,1
Domiporta,'2 500',Grójec,47.29,2
Domiporta,'4 500',Gdańsk,48.50,2
Domiporta,'6 500',Szczecin,42.98,2
Domiporta,'2 300',Szczecin,94.45,3
Domiporta,'1 300',Warszawa,76,3
Domiporta,'1 600',Luba,59,2
Domiporta,'2 300',Chojnice,38,1
Domiporta,'2 500',Kraków,175,4
Domiporta,'3 500',Kraków,60,2
Domiporta,'5 500',Warszawa,100,2
Domiporta,'2 000',Gdańsk,42.09,2
Domiporta,'1 200',Gdynia,59.50,3
Domiporta,'25 000',Warszawa,53,2
Domiporta,'2 300',Szczecin,76,4
Domiporta,'9 000',Gdańsk,62.80,3
Domiporta,'2 500',Gdynia,71,3
Domiporta,'2 500',Kielce,73,3
Domiporta,'3 500',Leszno,95,3
Domiporta,'4 300',Kraków,60,3
Domiporta,'3 000',Kraków,38,2
Domiporta,'2 900',Częstochowa,49,2
Domiporta,'1 800',Gorzów Wielkopolski,30,1
Domiporta,'1 600',Chojnice,48,3
Domiporta,'6 000',Łódź,43.20,2
Domiporta,'3 000',Wrocław,100,3
Domiporta,'2 400',Włocławek,47,2
Domiporta,'1 300',Poznań,30,2
Domiporta,'1 500',Sopot,38,2
Domiporta,'2 100',Warszawa,50,2
Domiporta,'7 000',Bolszewo,29,2
Domiporta,'2 000',Kielce,50,2
Domiporta,'1 800',Kraków,65,3
Domiporta,'3 000',Warszawa,86,3
Domiporta,'3 000',Kraków,35,2
Domiporta,'1 500',Kielce,68.86,3
Domiporta,'1 800',Kraków,89.81,4
Domiporta,'3 500',Kraków,54,2
Domiporta,'5 600',Piła,52.36,2
Domiporta,'2 700',Wrocław,71.40,2
Domiporta,'3 300',Zabrz,40,2
Domiporta,'4 900',Katowic,44,2
Domiporta,'3 999',Warszawa,45,2
Domiporta,'1 400',Kraków,32,2
Domiporta,'9 000',Warszawa,60,2
Domiporta,'1 450',Warszawa,54,2
Domiporta,'1 450',Warszawa,140,6
Domiporta,'5 300',Olsztyn,60.40,3
Domiporta,'2 200',Toruń,46,2
Domiporta,'5 000',Krosn,58,4
Domiporta,'6 500',Kraków,54,3
Domiporta,'14 000',Białystok,54.10,2
Domiporta,'2 400',Rawic,41,2
Domiporta,'1 800',Zabrze,31,1
Domiporta,'1 500',Katowice,29,1
Domiporta,'2 800',Warszawa,101,5
Domiporta,'1 600',Kraków,37,2
Domiporta,'1 200',Warszawa,32,1
Domiporta,'1 750',Ostrowiec Świętokrzysk,50,2
Domiporta,'2 150',Kraków,57.50,4
Domiporta,'9 000',Sędziszów Małopolski,29.08,1
Domiporta,'3 500',Białystok,100,2
Domiporta,'3 000',Białystok,42,1
Domiporta,'1 500',Białystok,48,2
Domiporta,'2 750',Wałbrzych,41.25,2
Domiporta,'1 300',Kraków,50,2
Domiporta,'2 900',Warszawa,120,4
Domiporta,'2 300',Wrocław,37,1
Domiporta,'2 400',Warszawa,81,3
Domiporta,'1 400',Warszawa,60,2
Domiporta,'2 700',Bielsko-Biała,48,3
Domiporta,'15 000',Tych,64,3
Domiporta,'2 800',Sopot,57,3
Domiporta,'7 500',Częstochowa,28,1
Domiporta,'5 500',Gdynia,24.50,1
Domiporta,'1 450',Warszawa,24,1
Domiporta,'2 500',Gdynia,85,3
Domiporta,'2 300',Warszawa,50,3
Domiporta,'1 650',Wrocław,126,5
Domiporta,'1 900',Warszawa,36,2
Domiporta,'2 500',Warszawa,61,3
Domiporta,'5 950',Warszawa,90,4
Domiporta,'3 650',Bydgoszcz,120,3
Domiporta,'9 500',Legnica,46.31,2
Domiporta,'4 000',Gdańsk,53.20,2
Domiporta,'3 500',Poznań,47,2
Domiporta,'9 500',Poznań,83,4
Domiporta,'3 400',Szczecin,52.58,2
Domiporta,'1 800',Poznań,21,1
Domiporta,'2 950',Kraków,26,1
Domiporta,'2 300',Szczecin,38.90,2
Domiporta,'4 990',Pruszcz Gdański,28,1
Domiporta,'2 500',Poznań,44,2
Domiporta,'1 500',Zielona Gór,75.60,3
Domiporta,'1 950',Bogaczó,46,2
Domiporta,'2 500',Dąbrowa Górnicza,67,3
Domiporta,'2 000',Lublin,67,3
Domiporta,'2 250',Katowice,82,3
Domiporta,'1 700',Warszawa,37,2
Domiporta,'1 300',Warszawa,46,3
Domiporta,'1 200',Gdańsk,31,1
Domiporta,'2 600',Bydgoszcz,50,2
Domiporta,'3 200',Bydgoszcz,32,2
Domiporta,'2 500',Warszawa,47.50,2
Domiporta,'2 000',Rumia,46.12,2
Domiporta,'2 000',Kraków,47,3
Domiporta,'2 100',Rzeszów,47,2
Domiporta,'1 800',Kraków,34,1
Domiporta,'2 200',Kraków,48.86,3
Domiporta,'2 200',Włocławek,90.77,4
Domiporta,'3 900',Katowice,35,2
Domiporta,'1 900',Kraków,45,2
Domiporta,'2 200',Kraków,33,2
Domiporta,'3 000',Kraków,73,3
Domiporta,'2 150',Rzeszów,50,2
Domiporta,'2 000',Warszawa,26,1
Domiporta,'2 000',Ostróda,32.30,2
Domiporta,'3 300',Łódź,50.22,3
Domiporta,'3 300',Gliwic,39,2
Domiporta,'3 000',Wrocław,24,1
Domiporta,'2 600',Kraków,47,2
Domiporta,'1 600',Gdańsk,103.40,4
Domiporta,'2 700',Rzeszów,55,2
Domiporta,'1 800',Włocławek,36,2
Domiporta,'2 100',Włocławek,48.20,3
Domiporta,'2 800',Kraków,38,2
Domiporta,'5 500',Bydgoszcz,64.46,3
Domiporta,'3 700',Lublin,54,3
Domiporta,'1 300',Gorzów Wielkopolski,50.02,3
Domiporta,'1 250',Toruń,42,2
Domiporta,'3 000',Opole,66,3
Domiporta,'2 800',Ostrowiec Świętokrzyski,56,3
Domiporta,'2 000',Warszawa,44,2
Domiporta,'2 200',Warszawa,105,5
Domiporta,'2 000',Warszawa,45,2
Domiporta,'2 000',Warszawa,57,2
Domiporta,'1 600',Kraków,47,1
Domiporta,'4 700',Piła,59.20,3
Domiporta,'22 330',Łódź,37,2
Domiporta,'4 600',Warszawa,81,3
Domiporta,'4 900',Warszawa,120,4
Domiporta,'2 750',Białystok,52,4
Domiporta,'1 800',Wrocław,57,2
Domiporta,'2 300',Wrocław,38.70,2
Domiporta,'4 300',Kraków,23,1
Domiporta,'7 600',Kraków,56,3
Domiporta,'1 500',Sopot,30,1
Domiporta,'3 100',Lublin,49,2
Domiporta,'2 300',Warszawa,92,4
Domiporta,'2 400',Łódź,70,3
Domiporta,'4 800',Gdańsk,20.30,1
Domiporta,'1 700',Bydgoszcz,47,2
Domiporta,'1 950',Bydgoszcz,104,2
Domiporta,'5 000',Wrocław,120,4
Domiporta,'3 550',Warszawa,84.70,3
Domiporta,'2 000',Słupsk,49,2
Domiporta,'1 800',Kraków,45,2
Domiporta,'2 500',Kartuzy,58,3
Domiporta,'16 000',Wrocław,37,2
Domiporta,'5 000',Częstochowa,30,1
Domiporta,'1 500',Goleniów,50,2
Domiporta,'4 499',Ząbki,53,2
Domiporta,'2 500',Siewierz,44,2
Domiporta,'2 700',Częstochowa,50,2
Domiporta,'1 650',Szczecin,38.60,1
Domiporta,'2 000',Bydgoszc,52,2
Domiporta,'1 500',Bydgoszcz,50,3
Domiporta,'2 100',Warszawa,78,3
Domiporta,'2 000',Warszawa,45.13,2
Domiporta,'2 000',Warszawa,107,3
Domiporta,'2 300',Kraków,62,3
Domiporta,'2 300',Warszawa,140,7
Domiporta,'12 000',Warszawa,36,2
Domiporta,'6 000',Kraków,36,2
Domiporta,'9 900',Wrocław,51,2
Domiporta,'4 800',Wrocław,54,2
Domiporta,'8 500',Skarżysko-Kamienn,43,2
Domiporta,'3 500',Kraków,38.40,2
Domiporta,'2 700',Warszawa,40,2
Domiporta,'2 950',Warszawa,50,2
Domiporta,'3 250',Warszawa,40,2
Domiporta,'1 300',Kraków,49.87,2
Domiporta,'4 000',Kraków,48,3
Domiporta,'3 800',Warszawa,42.78,1
Domiporta,'3 400',Sopot,45,2
Domiporta,'3 800',Radzymin,40,2
Domiporta,'2 600',Kraków,23,1
Domiporta,'3 000',Kołobrzeg,37.90,2
Domiporta,'3 000',Wrocław,36,2
Domiporta,'3 000',Opole,66,3
Domiporta,'2 100',Szczecin,56,3
Domiporta,'1 510',Warszawa,40,2
Domiporta,'1 400',Szczecin,75,3
Domiporta,'2 800',Częstochowa,22,2
Domiporta,'2 300',Kraków,37,2
Domiporta,'2 700',Poznań,60,2
Domiporta,'3 200',Szczecin,57.80,3
Domiporta,'3 000',Ostrów Wielkopolsk,48,2
Domiporta,'1 400',Kalis,53.50,2
Domiporta,'3 300',Warszawa,76,3
Domiporta,'2 800',Warszawa,69,3
Domiporta,'2 500',Lublin,43,2
Domiporta,'1 900',Warszawa,55,2
Domiporta,'1 800',Kraków,38,2
Domiporta,'4 700',Włocławek,42,2
Domiporta,'5 000',Warszawa,55,2
Domiporta,'2 800',Sulechó,58,1
Domiporta,'5 600',Warszawa,99,3
Domiporta,'2 000',Stargard,42,2
Domiporta,'1 200',Częstochowa,21,1
Domiporta,'3 200',Sopot,102,4
Domiporta,'1 500',Warszawa,117,3
Domiporta,'6 000',Inowrocław,67,3
Domiporta,'1 800',Gdynia,40,2
Domiporta,'1 030',Głogó,43.80,2
Domiporta,'5 000',Słups,62,2
Domiporta,'7 500',Sosnowiec,19,1
Domiporta,'2 100',Katowice,51,2
Domiporta,'2 300',Katowice,28,1
Domiporta,'1 500',Głogów,50,2
