Source,Price,Location,Sqm,Rooms
Domiporta,'1 153 600',Kraków,94.70,4
Domiporta,'1 090 000',Kraków,23.59,1
Domiporta,'349 000',Kraków,70.85,3
Domiporta,'365 500',Warszawa,34.30,2
Domiporta,'308 900',Warszawa,111.40,5
Domiporta,'499 000',Świdnica,51.40,3
Domiporta,'600 000',Warszawa,48.86,2
Domiporta,'465 000',Katowice,80,4
Domiporta,'449 000',Góra Kalwaria,101.40,4
Domiporta,'790 000',Poznań,53.50,3
Domiporta,'489 000',Poznań,34.51,1
Domiporta,'430 000',Poznań,49.30,2
Domiporta,'370 000',Warszawa,60,3
Domiporta,'604 508',Siemianice,50.30,3
Domiporta,'1 749 000',Warszawa,41.20,2
Domiporta,'699 000',Kraków,55.66,3
Domiporta,'1 025 000',Warszawa,71,3
Domiporta,'599 000',Warszawa,59.90,3
Domiporta,'1 345 000',Warszawa,139.62,4
Domiporta,'379 000',Warszawa,27,1
Domiporta,'720 000',Piaseczno,50.50,3
Domiporta,'875 000',Warszawa,68,3
Domiporta,'780 000',Warszawa,55.22,3
Domiporta,'429 000',Piaseczno,36,2
Domiporta,'355 000',Warszawa,62,3
Domiporta,'369 000',Warszawa,40.65,2
Domiporta,'560 000',Warszawa,69.50,3
Domiporta,'410 000',Warszawa,49.07,2
Domiporta,'659 000',Warszawa,36.40,1
Domiporta,'539 000',Warszawa,44.50,2
Domiporta,'841 806',Warszawa,82.32,4
Domiporta,'728 000',Warszawa,22.84,1
Domiporta,'2 619 000',Rokietnica,67.60,3
Domiporta,'379 000',Warszawa,45,2
Domiporta,'559 000',Warszawa,42.83,2
Domiporta,'760 000',Warszawa,90.70,4
Domiporta,'635 000',Warszawa,88.80,3
Domiporta,'400 000',Warszawa,84.47,3
Domiporta,'849 000',Kołobrzeg,47.20,3
Domiporta,'699 000',Warszawa,48.81,2
Domiporta,'764 000',Wrocław,54.39,2
Domiporta,'820 000',Radom,48.18,2
Domiporta,'598 000',Białystok,90,4
Domiporta,'565 000',Warszawa,85.50,4
Domiporta,'1 480 000',Kraków,36.70,2
Domiporta,'469 000',Warszawa,42.81,2
Domiporta,'459 000',Warszawa,63.60,4
Domiporta,'475 000',Warszawa,74.05,5
Domiporta,'498 000',Warszawa,78,4
Domiporta,'786 000',Warszawa,53,3
Domiporta,'1 200 000',Warszawa,23.20,1
Domiporta,'1 530 000',Warszawa,30,1
Domiporta,'365 000',Kraków,40.67,2
Domiporta,'699 000',Kraków,42,2
Domiporta,'545 000',Warszawa,81.89,4
Domiporta,'335 000',Warszawa,64.09,3
Domiporta,'980 000',Warszawa,68,3
Domiporta,'850 000',Warszawa,57.50,3
Domiporta,'470 000',Warszawa,54.50,3
Domiporta,'610 000',Warszawa,84,4
Domiporta,'682 000',Kraków,26,1
Domiporta,'899 000',Warszawa,118,5
Domiporta,'1 245 000',Łódź,298,11
Domiporta,'960 000',Nowy Dwór Mazowiecki,45.96,2
Domiporta,'439 000',Kraków,94.41,4
Domiporta,'615 000',Kraków,75.35,3
Domiporta,'590 000',Warszawa,45.89,2
Domiporta,'565 000',Piastów,58.07,3
Domiporta,'1 280 000',Warszawa,42.50,2
Domiporta,'710 000',Warszawa,85,4
Domiporta,'939 000',Smardzew,50.70,3
Domiporta,'625 000',Pabianice,94.83,3
Domiporta,'575 000',Łódź,47.29,2
Domiporta,'1 170 000',Łódź,79.15,2
Domiporta,'500 000',Łódź,70.38,3
Domiporta,'999 000',Warszawa,27.90,1
Domiporta,'1 190 000',Warszawa,87.92,4
Domiporta,'496 000',Warszawa,146.58,5
Domiporta,'1 085 715',Kraków,73.93,3
Domiporta,'850 000',Kraków,77.61,3
Domiporta,'795 000',Kraków,41.12,2
Domiporta,'590 000',Kraków,58.89,3
Domiporta,'560 000',Żyrardów,197.78,5
Domiporta,'1 420 000',Gdynia,160,5
Domiporta,'249 000',Gdańsk,75,3
Domiporta,'1 199 000',Gdańsk,36,2
Domiporta,'327 000',Gdańsk,94,3
Domiporta,'399 000',Gdynia,56.44,3
Domiporta,'715 000',Gdańsk,75,3
Domiporta,'379 000',Gdynia,87.38,3
Domiporta,'1 732 000',Józefosław,116.50,4
Domiporta,'2 900 000',Warszawa,83.14,3
Domiporta,'1 035 000',Warszawa,124,6
Domiporta,'695 385',Warszawa,85.27,3
Domiporta,'534 560',Warszawa,102,4
Domiporta,'879 000',Warszawa,42.50,2
Domiporta,'2 254 698',Legionowo,120.73,4
Domiporta,'5 600 000',Wrocław,69.18,4
Domiporta,'980 000',Wrocław,40.73,2
Domiporta,'1 084 558',Wrocław,56.69,3
Domiporta,'1 800 000',Wrocław,43.85,2
Domiporta,'1 945 000',Wrocław,65,4
Domiporta,'1 690 000',Wrocław,70.93,3
Domiporta,'1 997 000',Wrocław,71,4
Domiporta,'1 230 000',Wrocław,732,3
Domiporta,'797 000',Wrocław,37,2
Domiporta,'668 000',wrocław,43,2
Domiporta,'2 000 000',Wrocław,68,2
Domiporta,'2 600 000',Wrocław,42,2
Domiporta,'499 000',Wrocław,41.50,2
Domiporta,'649 000',Wrocław,48,3
Domiporta,'725 000',Kraków,71.64,4
Domiporta,'386 528',Kobyłk,33.55,1
Domiporta,'540 000',Kraków,109.59,4
Domiporta,'410 000',Warszawa,68.90,3
Domiporta,'657 200',Warszawa,83.70,3
Domiporta,'560 000',Poznań,65,3
Domiporta,'667 800',Poznań,45.90,3
Domiporta,'780 000',Warszawa,58.70,3
Domiporta,'339 999',Warszawa,54.88,3
Domiporta,'629 000',Warszawa,136,4
Domiporta,'883 000',Kielce,78.80,4
Domiporta,'459 000',Kielce,40.96,2
Domiporta,'425 000',Kielce,73,3
Domiporta,'525 000',Warszawa,90,3
Domiporta,'859 000',Warszawa,50,3
Domiporta,'278 500',Warszawa,46.60,3
Domiporta,'1 590 000',Warszawa,64.80,3
Domiporta,'840 000',Warszawa,57.10,3
Domiporta,'965 000',Warszawa,47.20,2
Domiporta,'519 000',Warszawa,60.50,3
Domiporta,'349 000',Warszawa,57.10,3
Domiporta,'675 000',Warszawa,70.49,3
Domiporta,'570 000',Warszawa,50,2
Domiporta,'3 150 000',Warszawa,33.02,1
Domiporta,'680 000',Piaseczno,104,4
Domiporta,'353 000',Warszawa,43.48,2
Domiporta,'719 000',Warszawa,40,1
Domiporta,'1 845 000',Warszawa,69,5
Domiporta,'570 000',Kraków,56.47,4
Domiporta,'475 000',Warszawa,72,3
Domiporta,'640 000',Warszawa,55,2
Domiporta,'630 000',Warszawa,86,4
Domiporta,'575 000',Warszawa,32.50,1
Domiporta,'660 000',Kielce,55.32,3
Domiporta,'769 000',Kielce,51,2
Domiporta,'916 370',Józefosław,45.40,2
Domiporta,'538 000',Warszawa,46.09,3
Domiporta,'495 000',wrocław,73,4
Domiporta,'890 000',wrocław,75,3
Domiporta,'608 690',wrocław,109,3
Domiporta,'625 000',Wrocław,107.81,3
Domiporta,'775 000',Wrocław,99,3
Domiporta,'495 000',Wrocław,83,3
Domiporta,'1 350 000',Warszawa,63.41,3
Domiporta,'1 100 000',Warszawa,48,2
Domiporta,'1 300 000',Siemianowice Śląskie,52,3
Domiporta,'454 000',Łódź,49.94,2
Domiporta,'453 624',Łódź,54.30,3
Domiporta,'385 000',Łódź,52.06,3
Domiporta,'450 000',Łódź,50.03,2
Domiporta,'499 000',Łódź,50.53,2
Domiporta,'535 000',Łódź,52.50,3
Domiporta,'699 000',Łódź,53,3
Domiporta,'899 900',Łódź,57,3
Domiporta,'790 000',Kraków,52,2
Domiporta,'855 000',Kraków,53.85,3
Domiporta,'649 000',Kraków,52,3
Domiporta,'1 190 000',Kraków,55,2
Domiporta,'670 000',Kraków,55,2
Domiporta,'289 900',Kraków,55,2
Domiporta,'315 000',Kraków,55,2
Domiporta,'299 000',Kraków,55,2
Domiporta,'310 000',Kraków,55,2
Domiporta,'300 000',Kraków,55,2
Domiporta,'277 000',Kraków,55,2
Domiporta,'348 000',Kraków,55,2
Domiporta,'335 000',Kraków,55,2
Domiporta,'332 000',Kraków,55,2
Domiporta,'470 000',Kraków,55,2
Domiporta,'480 000',Kraków,53.35,2
Domiporta,'465 000',Kraków,55,2
Domiporta,'499 000',Kraków,55,2
Domiporta,'499 000',Kraków,55,2
Domiporta,'499 000',Kraków,55,2
Domiporta,'499 000',Kraków,55,2
Domiporta,'499 000',Kraków,55,2
Domiporta,'499 000',Kraków,55,2
Domiporta,'499 000',Kraków,52.34,2
Domiporta,'499 000',Kraków,52.09,3
Domiporta,'499 000',Warszawa,52,3
Domiporta,'499 000',Warszawa,54,3
Domiporta,'499 000',Warszawa,53,2
Domiporta,'499 000',Gdańsk,40,2
Domiporta,'420 000',Sopot,69,2
Domiporta,'499 000',Żyrardów,85,3
Domiporta,'499 000',Warszawa,73,3
Domiporta,'499 000',Myślenic,90.40,3
Domiporta,'499 000',Kielce,49,2
Domiporta,'499 000',Warszawa,47.20,2
Domiporta,'499 000',Warszawa,62,3
Domiporta,'499 000',Warszawa,85.50,4
Domiporta,'405 000',Warszawa,50,3
Domiporta,'499 000',Warszawa,68,3
Domiporta,'475 000',Warszawa,68,3
Domiporta,'490 000',Warszawa,85,3
Domiporta,'498 000',Kraków,55,3
Domiporta,'490 000',Gdańsk,39,2
Domiporta,'2 200 000',Gdynia,236.69,7
Domiporta,'395 000',Warszawa,44,2
Domiporta,'919 000',Warszawa,52.70,2
Domiporta,'594 000',Warszawa,70,3
Domiporta,'411 600',Zielona Gór,55,2
Domiporta,'712 500',Warszawa,57.30,2
Domiporta,'1 920 000',Gdańsk,71.58,4
Domiporta,'2 137 500',Gdańsk,65.67,3
Domiporta,'560 000',Gdańsk,78.70,3
Domiporta,'868 000',Gdynia,58.35,2
Domiporta,'868 000',Warszawa,63.10,3
Domiporta,'1 599 000',Warszawa,104.18,4
Domiporta,'499 000',Warszawa,46.56,2
Domiporta,'645 000',Warszawa,110.12,3
Domiporta,'5 600 000',Warszawa,76,3
Domiporta,'399 000',Warszawa,53.26,2
Domiporta,'685 000',Kraków,50,3
Domiporta,'770 000',Łódź,66.91,3
Domiporta,'410 000',Warszawa,45,2
Domiporta,'859 000',wrocław,72,3
Domiporta,'1 332 599',Wrocław,87.89,4
Domiporta,'1 280 031',Wrocław,37.06,2
Domiporta,'1 425 054',Wrocław,54.67,3
Domiporta,'815 000',Wrocław,40.19,2
Domiporta,'550 000',Gdańsk,48.76,2
Domiporta,'1 999 000',Warszawa,62,3
Domiporta,'709 000',Warszawa,60,3
Domiporta,'2 100 000',Gdynia,116.40,4
Domiporta,'960 000',Gdynia,66,3
Domiporta,'879 800',Gdynia,50,1
Domiporta,'575 000',Gdynia,111.32,3
Domiporta,'350 000',Kraków,60.10,3
Domiporta,'640 000',Bytów,98.95,3
Domiporta,'559 000',Warszawa,67,4
Domiporta,'849 000',Warszawa,81.28,4
Domiporta,'379 000',Warszawa,40.22,2
Domiporta,'489 000',Warszawa,73.05,3
Domiporta,'609 400',Warszawa,44.52,2
Domiporta,'499 000',Wrocław,72,3
Domiporta,'650 000',Gdynia,76.08,2
Domiporta,'910 000',Poznań,48.30,2
Domiporta,'2 550 000',Katowic,49,2
Domiporta,'1 450 000',Warszawa,46.17,2
Domiporta,'1 100 000',Warszawa,38.80,2
Domiporta,'3 950 000',Warszawa,54.40,3
Domiporta,'599 000',Siemianowice Śląskie,77,3
Domiporta,'550 000',Kraków,55.94,3
Domiporta,'749 000',Wieliczka,51.71,3
Domiporta,'889 000',Wrocław,54,3
Domiporta,'679 500',wrocław,72,3
Domiporta,'1 297 000',Gdańsk,36.64,1
Domiporta,'877 000',Sopot,90.40,4
Domiporta,'779 000',Radom,56.23,2
Domiporta,'1 900 000',Warszawa,68,3
Domiporta,'389 000',Zielona Góra,53,2
Domiporta,'469 000',Białystok,48,2
Domiporta,'589 000',Warszawa,66,2
Domiporta,'615 000',Warszawa,109.50,3
Domiporta,'554 800',Warszawa,105.20,4
Domiporta,'210 000',Warszawa,44.30,2
Domiporta,'699 250',Będzin,77,3
Domiporta,'455 000',Warszawa,48,2
Domiporta,'449 000',Łódź,38,2
Domiporta,'555 000',Warszawa,52,2
Domiporta,'1 350 000',Wola Mrokowska,120,4
Domiporta,'1 980 000',Opole,115,5
Domiporta,'506 000',Warszawa,51,2
Domiporta,'915 000',Wrocław,77.79,3
Domiporta,'420 000',Ruda Śląska,40.14,2
Domiporta,'439 000',Reda,101,6
Domiporta,'770 000',Oława,65.70,4
Domiporta,'5 650 000',Krakow,44.15,2
Domiporta,'3 480 000',Warszawa,169,4
Domiporta,'800 000',Warszawa,50,2
Domiporta,'445 000',Kraków,68.19,3
Domiporta,'499 000',Warszawa,56.40,3
Domiporta,'329 000',Gdańsk,50.09,2
Domiporta,'970 000',Gdańsk,47.66,2
Domiporta,'629 000',Gdynia,126,3
Domiporta,'649 000',Brzeźnic,73.62,3
Domiporta,'639 000',Rzeszów,106,4
Domiporta,'750 000',Czechówk,81.58,4
Domiporta,'245 000',Warszawa,56.47,2
Domiporta,'699 000',Radom,44.53,2
Domiporta,'449 999',Kraków,55.74,3
Domiporta,'385 000',Warszawa,85.24,4
Domiporta,'9 500 000',Gdańsk,91.10,3
Domiporta,'849 000',Warszawa,105.79,4
Domiporta,'713 900',Warszawa,30.10,2
Domiporta,'599 000',Warszawa,60,2
Domiporta,'1 088 834',Warszawa,105,4
Domiporta,'913 074',Białystok,32,2
Domiporta,'3 400 000',Warszawa,60,3
Domiporta,'289 000',Katowice,86.65,3
Domiporta,'665 000',Kraków,50.05,3
Domiporta,'499 000',Warszawa,122.62,3
Domiporta,'1 290 000',wrocław,61,3
Domiporta,'305 000',Wrocław,67.80,3
Domiporta,'699 000',Wrocław,76.12,4
Domiporta,'919 000',Łódź,48.64,2
Domiporta,'1 249 000',Warszawa,47.92,2
Domiporta,'3 490 000',Wrocław,50,2
Domiporta,'365 000',Warszawa,68,3
Domiporta,'1 370 000',Mysłowice,51,2
Domiporta,'2 257 500',Mysłowic,56,2
Domiporta,'269 000',Mysłowic,36,2
Domiporta,'890 000',Lublin,53.53,3
Domiporta,'600 000',Wrocław,118.22,3
Domiporta,'900 000',Warszawa,68,3
Domiporta,'1 800 000',Warszawa,53,3
Domiporta,'625 000',Warszawa,56.20,3
Domiporta,'650 000',Sopot,110.13,3
Domiporta,'760 000',Warszawa,160,5
Domiporta,'369 300',Zakopan,77,4
Domiporta,'745 000',Wrocław,45.40,2
Domiporta,'449 000',Wrocław,72,4
Domiporta,'915 000',Warszawa,118.39,3
Domiporta,'235 000',Lublin,47.05,2
Domiporta,'329 000',Lublin,34.76,1
Domiporta,'223 000',Lublin,68.44,3
Domiporta,'438 186',Lublin,40.61,2
Domiporta,'2 740 000',Lublin,97.43,5
Domiporta,'915 000',Lublin,76.27,3
Domiporta,'630 000',Warszawa,77.96,3
Domiporta,'660 000',Wrocław,65,3
Domiporta,'1 599 000',Cesarzowic,120,4
Domiporta,'4 600 000',Gdańsk,77.99,4
Domiporta,'990 000',Wrocław,59.17,3
Domiporta,'616 000',Gdańsk,115.97,5
Domiporta,'649 000',Wrocław,180,5
Domiporta,'1 580 000',Słoneczny brze,30,1
Domiporta,'348 170',Święty Wła,34.60,1
Domiporta,'264 176',Święty Wła,42,1
Domiporta,'485 924',Chernomoret,38,1
Domiporta,'312 000',Święty Wła,41.55,1
Domiporta,'740 000',Ravd,26,1
Domiporta,'525 000',Kraków,64.99,2
Domiporta,'1 039 000',Iława,47.19,2
Domiporta,'680 000',Kielce,34.34,2
Domiporta,'650 000',Kielce,29.25,1
Domiporta,'972 976',Warszawa,125,5
Domiporta,'653 020',Warszawa,153,5
Domiporta,'1 644 299',Warszawa,105,4
Domiporta,'1 290 000',Wrocław,37.36,2
Domiporta,'77 400',Warszawa,46.21,2
Domiporta,'138 573',Kamieniec Wrocławski,134,5
Domiporta,'171 000',Szczecin,36.10,2
Domiporta,'121 050',Szczecin,19.50,1
Domiporta,'144 000',Szczecin,48.50,2
Domiporta,'100 800',Szczecin,56.86,4
Domiporta,'1 050 000',Warszawa,37,2
Domiporta,'270 000',Ożarów Mazowiecki,28,2
Domiporta,'329 900',Ożarów Mazowiecki,58,2
Domiporta,'263 000',Błonie,62,2
Domiporta,'1 750 000',Warszawa,110.08,4
Domiporta,'1 300 000',Warszawa,122,4
Domiporta,'1 200 000',Warszawa,169,3
Domiporta,'380 000',Warszawa,161.30,4
Domiporta,'649 000',Piastów,84.57,3
Domiporta,'699 000',Warszawa,268,4
Domiporta,'279 000',Warszawa,81.50,3
Domiporta,'199 000',Warszawa,67.63,3
Domiporta,'225 000',Warszawa,27.10,1
Domiporta,'232 000',Warszawa,58.69,3
Domiporta,'595 000',Warszawa,57.48,2
Domiporta,'299 000',Warszawa,71.65,2
Domiporta,'579 000',Warszawa,45.90,2
Domiporta,'479 000',Grodzisk Mazowiecki,51.50,3
Domiporta,'2 300 000',Warszawa,162,6
Domiporta,'2 500 000',Warszawa,57.29,2
Domiporta,'9 700 000',Warszawa,124,4
Domiporta,'8 900 000',Warszawa,96.40,4
Domiporta,'1 000 000',Warszawa,165,4
Domiporta,'3 750 000',Warszawa,145,4
Domiporta,'1 590 000',Warszawa,151,4
Domiporta,'1 490 000',Kraków,62,2
Domiporta,'339 000',Kraków,42,2
Domiporta,'735 000',Kraków,44.43,3
Domiporta,'1 190 000',Kraków,69,4
Domiporta,'1 045 000',Kraków,75,3
Domiporta,'900 000',Kraków,29.35,2
Domiporta,'419 000',Kraków,54.33,2
Domiporta,'2 997 000',Kraków,65,3
Domiporta,'1 180 000',Kraków,67,4
Domiporta,'3 348 810',Kraków,47,2
Domiporta,'1 245 000',Kraków,100,4
Domiporta,'3 500 000',Kraków,45,2
Domiporta,'1 990 000',Kraków,67.14,3
Domiporta,'8 900 000',Kraków,44.43,3
Domiporta,'1 065 000',Mszana Doln,183.33,5
Domiporta,'609 000',Kraków,41,1
Domiporta,'399 000',Kraków,60.30,2
Domiporta,'1 285 000',Kraków,103,3
Domiporta,'1 200 000',kraków,50,2
Domiporta,'709 000',Kraków,25,1
Domiporta,'849 000',Kraków,71,2
Domiporta,'1 036 000',Kraków,53,3
Domiporta,'710 000',Kraków,75,3
Domiporta,'499 000',Kraków,47,2
Domiporta,'1 995 000',Kraków,20,1
Domiporta,'472 395',Kraków,37,2
Domiporta,'691 542',Myślenic,110.84,4
Domiporta,'399 000',Myślenic,67.40,3
Domiporta,'699 000',Kraków,50,2
Domiporta,'510 000',Kraków,62.50,2
Domiporta,'750 000',Kraków,45,3
Domiporta,'2 300 000',Kraków,59.90,2
Domiporta,'585 000',Kraków,38,2
Domiporta,'399 000',Kraków,176.40,5
Domiporta,'1 100 000',Kraków,58.30,2
Domiporta,'890 000',Kraków,142,4
Domiporta,'1 870 000',Kraków,31,2
Domiporta,'499 000',Kraków,100,3
Domiporta,'400 000',Kraków,58.14,2
Domiporta,'399 000',Kraków,58.50,3
Domiporta,'499 000',Kraków,63.48,3
Domiporta,'489 000',Kraków,67,1
Domiporta,'550 000',Kraków,33.21,2
Domiporta,'756 000',Rabka-Zdró,83.40,3
Domiporta,'699 000',Kraków,67,3
Domiporta,'1 320 000',Kraków,75,4
Domiporta,'699 000',Kraków,32.60,1
Domiporta,'2 750 000',Kraków,32.73,1
Domiporta,'899 000',Kraków,34.85,1
Domiporta,'1 600 000',Kraków,62,3
Domiporta,'460 000',Kraków,50.01,2
Domiporta,'2 200 000',Kraków,77.35,3
Domiporta,'766 425',Kraków,27.13,1
Domiporta,'758 277',Kraków,31.03,1
Domiporta,'765 000',Kraków,63,3
Domiporta,'990 000',Kraków,68,3
Domiporta,'550 000',Kraków,42.66,2
Domiporta,'695 000',Kraków,112,4
Domiporta,'990 000',Kraków,47.08,2
Domiporta,'1 100 000',Kraków,26.50,1
Domiporta,'420 500',Kraków,76,3
Domiporta,'422 217',Kraków,53,3
Domiporta,'435 000',Zakopan,50.40,2
Domiporta,'812 198',Katowice,36,1
Domiporta,'602 000',Sosnowiec,47,3
Domiporta,'1 160 000',Warszawa,84.40,3
Domiporta,'499 000',Będzi,61,3
Domiporta,'387 000',Siemianowice Śląskie,57.60,3
Domiporta,'939 000',Sosnowie,63,3
Domiporta,'839 000',Sierakowice,66.70,3
Domiporta,'682 560',Gdynia,53.10,3
Domiporta,'1 900 000',Gdynia,34.80,2
Domiporta,'729 740',Gdynia,55,3
Domiporta,'390 000',Warszawa,42,2
Domiporta,'965 000',Warszawa,32,1
Domiporta,'890 000',Warszawa,60,3
Domiporta,'849 000',Warszawa,62,3
Domiporta,'162 000',Warszawa,81,3
Domiporta,'229 999',Warszawa,55,2
Domiporta,'1 645 000',Warszawa,72,3
Domiporta,'277 000',Julianó,140,4
Domiporta,'270 000',Józefosław,102,3
Domiporta,'349 900',Warszawa,85,3
Domiporta,'342 000',Józefosław,61.30,2
Domiporta,'499 000',Warszawa,52,2
Domiporta,'650 000',Warszawa,102,4
Domiporta,'499 000',Warszawa,64,4
Domiporta,'558 000',Warszawa,33,1
Domiporta,'400 000',Warszawa,55,3
Domiporta,'899 000',Warszawa,44,2
Domiporta,'919 000',Warszawa,76,3
Domiporta,'855 000',Warszawa,49.70,1
Domiporta,'830 000',Wrocław,77.78,3
Domiporta,'900 000',Wrocław,49.42,2
Domiporta,'1 175 000',Warszawa,60,3
Domiporta,'899 000',Warszawa,68,4
Domiporta,'1 530 000',Warszawa,68,3
Domiporta,'635 000',Warszawa,39.61,2
Domiporta,'780 000',Warszawa,61.38,3
Domiporta,'1 550 000',Warszawa,45.23,2
Domiporta,'690 000',Piaseczno,48,2
Domiporta,'465 000',Warszawa,47,2
Domiporta,'839 000',Warszawa,41,2
Domiporta,'505 000',Warszawa,63,3
Domiporta,'995 000',Otwock,47.73,3
Domiporta,'995 000',Pruszcz Gdański,50.20,3
Domiporta,'999 000',Radom,76,4
Domiporta,'499 000',Radom,41.10,2
Domiporta,'520 000',Kraków,96.05,4
Domiporta,'1 197 000',Kraków,92.52,4
Domiporta,'1 197 000',Kraków,95.98,4
Domiporta,'422 000',Kraków,96.11,4
Domiporta,'582 000',Kraków,40.42,2
Domiporta,'474 000',Kraków,58.42,3
Domiporta,'475 000',Żyrardów,53.30,3
Domiporta,'499 900',Gdańsk,116.70,4
Domiporta,'695 000',Warszawa,57,2
Domiporta,'1 100 000',Warszawa,130.20,4
Domiporta,'429 000',Warszawa,55,3
Domiporta,'360 000',Warszawa,54.22,3
Domiporta,'360 000',Warszawa,75,3
Domiporta,'235 000',Warszawa,115,3
Domiporta,'656 163',Warszawa,72.50,3
Domiporta,'825 000',Warszawa,58,2
Domiporta,'677 228',Warszawa,101.36,4
Domiporta,'587 000',Warszawa,56.40,2
Domiporta,'390 000',Warszawa,283.55,5
Domiporta,'485 000',Warszawa,74,3
Domiporta,'335 000',Warszawa,35,2
Domiporta,'950 000',Warszawa,240.28,5
Domiporta,'849 000',Warszawa,59.30,2
Domiporta,'2 018 100',Warszawa,47,2
Domiporta,'835 000',Grodzisk Mazowiecki,47.50,3
Domiporta,'600 000',Piaseczn,71.80,4
Domiporta,'1 199 900',Pruszcz Gdański,51.40,2
Domiporta,'2 800 000',Warszawa,62.10,5
Domiporta,'1 149 000',Gdańsk,25.77,1
Domiporta,'800 000',Warszawa,38,2
Domiporta,'1 590 000',Zabrze,63.20,3
Domiporta,'599 000',Ruda Śląska,63.70,4
Domiporta,'5 400 000',Ruda Śląska,37.49,1
Domiporta,'1 073 000',Piekary Śląskie,45.39,2
Domiporta,'1 495 000',Zabrze,49.23,2
Domiporta,'8 409 800',Ruda Śląska,53.20,2
Domiporta,'1 350 000',Kraków,57.84,2
Domiporta,'779 983',Kraków,47.80,3
Domiporta,'393 987',Kraków,52.38,3
Domiporta,'649 000',Kraków,53.04,3
Domiporta,'360 000',Kraków,71.50,3
Domiporta,'635 000',Kraków,36.07,2
Domiporta,'369 990',Kraków,52.50,3
Domiporta,'469 000',Kraków,59.44,3
Domiporta,'255 000',Wieliczka,64.32,3
Domiporta,'268 000',Kraków,57,2
Domiporta,'149 000',Kraków,54.24,3
Domiporta,'250 000',Kraków,61.63,3
Domiporta,'265 000',Kraków,48.40,3
Domiporta,'299 000',Kraków,48,3
Domiporta,'495 000',Kraków,66,4
Domiporta,'620 000',Kraków,52,2
Domiporta,'479 000',Kraków,23,1
Domiporta,'470 000',Kraków,49.80,2
Domiporta,'570 000',Kraków,54,2
Domiporta,'429 000',Kraków,52.10,3
Domiporta,'629 000',Kraków,70,3
Domiporta,'610 000',Kraków,69.47,2
Domiporta,'580 000',Kraków,36,2
Domiporta,'848 000',Kraków,66.69,3
Domiporta,'660 000',Kraków,49.66,2
Domiporta,'590 000',Kraków,36.60,2
Domiporta,'699 000',Kraków,34.20,2
Domiporta,'459 000',Kraków,73.13,3
Domiporta,'920 000',Kraków,59.52,3
Domiporta,'495 000',Kraków,15.83,1
Domiporta,'255 000',Kraków,65.28,4
Domiporta,'595 000',Kraków,57.87,3
Domiporta,'695 000',Kraków,52.36,3
Domiporta,'549 000',Kraków,37.33,2
Domiporta,'599 000',Kraków,36.55,2
Domiporta,'1 450 000',Kraków,38.41,2
Domiporta,'420 000',Kraków,53.41,3
Domiporta,'690 000',Kraków,53.61,3
Domiporta,'689 000',Kraków,38.47,2
Domiporta,'399 000',Kraków,51.97,3
Domiporta,'420 000',Kraków,37.78,2
Domiporta,'830 000',Wieliczka,105.42,5
Domiporta,'607 100',Kraków,26.10,1
Domiporta,'224 786',Kraków,43.78,2
Domiporta,'966 144',Kraków,51.84,3
Domiporta,'862 263',Kraków,51.02,2
Domiporta,'575 960',Kraków,54.29,3
Domiporta,'552 484',Krzeszowice,128,5
Domiporta,'381 034',Kraków,38.04,2
Domiporta,'385 060',Kraków,15.20,1
Domiporta,'502 054',Kraków,38.74,2
Domiporta,'498 573',Kraków,63.77,3
Domiporta,'401 050',Kraków,35.55,1
Domiporta,'894 000',Kraków,68.79,4
Domiporta,'381 578',Kraków,30.52,1
Domiporta,'685 230',Kraków,47.47,2
Domiporta,'378 450',Kraków,105.56,3
Domiporta,'538 494',Kraków,35.44,2
Domiporta,'624 672',Kraków,27.50,1
Domiporta,'515 300',Kraków,25.01,1
Domiporta,'504 897',Chrzanów,60.65,3
Domiporta,'950 000',Kraków,51.33,2
Domiporta,'381 351',Brzesko,51.05,2
Domiporta,'221 920',Brzesko,46.01,2
Domiporta,'519 000',Kraków,70,3
Domiporta,'766 197',Gdańsk,41.11,2
Domiporta,'396 738',Warszawa,46,3
Domiporta,'789 000',Warszawa,62.30,3
Domiporta,'396 760',Kołobrzeg,38,1
Domiporta,'484 194',Bydgoszcz,50.77,3
Domiporta,'1 160 104',Bydgoszcz,56.09,3
Domiporta,'372 120',Bydgoszcz,38.05,2
Domiporta,'1 100 000',Bydgoszcz,54.86,3
Domiporta,'1 000 400',Gdańsk,115.70,4
Domiporta,'376 030',Gdańsk,60.65,3
Domiporta,'749 000',Gdynia,48.86,3
Domiporta,'389 000',Wrocław,51.50,2
Domiporta,'349 000',Łódź,62,3
Domiporta,'899 000',Kraków,53.10,2
Domiporta,'669 000',Gdynia,44.09,3
Domiporta,'485 000',Gdynia,55.05,2
Domiporta,'790 000',Warszawa,39.05,2
Domiporta,'339 000',Gdynia,102.80,5
Domiporta,'537 810',Gdańsk,81.08,4
Domiporta,'622 599',Gdynia,40.74,2
Domiporta,'459 000',Warszawa,44.30,2
Domiporta,'649 000',Łódź,107,3
Domiporta,'897 000',Łódź,80.14,3
Domiporta,'580 000',Łódź,86.98,3
Domiporta,'620 000',Łódź,142.24,4
Domiporta,'449 000',Łódź,138,3
Domiporta,'419 000',Łódź,107.67,4
Domiporta,'489 000',Łódź,103.85,2
Domiporta,'449 000',Łódź,36.79,2
Domiporta,'675 000',Łódź,80.14,3
